course_name,level,cutoff_atar,award_type,provider,duration,field_of_education,campus
Master of Business Administration (C7H),Postgraduate,,Master's by coursework,University of Tasmania,1.5 years,Management & Commerce n.e.c.,Hobart TAS
Master of Business Administration (C7H),Postgraduate,,Master's by coursework,University of Tasmania,1.5 years,Management & Commerce n.e.c.,Launceston TAS
Master of Business Administration (C7H),Postgraduate,,Master's by coursework,University of Tasmania,1.5 years,Management & Commerce n.e.c.,Distance Education
Master of Business Administration (Computing),Postgraduate,,Master's by coursework,Charles Sturt University,1.5 years,Business & Management n.e.c.,Distance Education
Master of Business Administration (Education),Postgraduate,,Master's by coursework,Flinders University,1.5 years,Business & Management,Adelaide at City Centre SA
Master of Business Administration (Entrepreneurship),Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Business & Management n.e.c.,Adelaide SA
Master of Business Administration (Executive),Postgraduate,,Master's by coursework,Australian Catholic University,1.5 years,Business Management,BRISBANE QLD
Master of Business Administration (Executive),Postgraduate,,Master's by coursework,Australian Catholic University,1.5 years,Business Management,NORTH SYDNEY NSW
Master of Business Administration (Executive),Postgraduate,,Master's by coursework,Bond University,1.9 years,Business & Management,Bond University QLD
Master of Business Administration (Executive),Postgraduate,,Master's by coursework,The University of Notre Dame Australia,1.5 years,Business & Management,"MOUAT STREET, FREMANTLE WA"
Master of Business Administration (Executive),Postgraduate,,Master's by coursework,The University of Notre Dame Australia,1.5 years,Business & Management,"104 BROADWAY, BROADWAY NSW"
Master of Business Administration (Executive),Postgraduate,,Master's by coursework,University of Wollongong,1.5 years,Business Management,Sydney NSW
Master of Business Administration (Extended),Postgraduate,,Master's by coursework,University of Canberra,2 years,Business Management,Bruce ACT
Master of Business Administration (Finance),Postgraduate,,Master's by coursework,Federation University Australia,2 years,"Banking, Finance & Related Fields",Mt Helen VIC
Master of Business Administration (Finance),Postgraduate,,Master's by coursework,Flinders University,1.5 years,Business & Management,Adelaide at City Centre SA
Master of Business Administration (Finance),Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Banking & Finance,Adelaide SA
Master of Business Administration (Global Marketing),Postgraduate,,Master's by coursework,Federation University Australia,2 years,Marketing,Mt Helen VIC
Master of Business Administration (Global),Postgraduate,,Master's by coursework,Curtin University of Technology,2 years,Organisation Management,Bentley Campus WA
Master of Business Administration (Health Management) (C7T),Postgraduate,,Master's by coursework,University of Tasmania,2.5 years,Public & Health Care Administration,Hobart TAS
Master of Business Administration (Health Management) (C7T),Postgraduate,,Master's by coursework,University of Tasmania,2.5 years,Public & Health Care Administration,Distance Education
Master of Business Administration (Health Services),Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Public & Health Care Administration,Adelaide SA
Master of Business Administration (Health),Postgraduate,,Master's by coursework,Australian Catholic University,1.5 years,Public & Health Care Administration,MELBOURNE VIC
Master of Business Administration (Health),Postgraduate,,Master's by coursework,Australian Catholic University,1.5 years,Public & Health Care Administration,BRISBANE QLD
Master of Business Administration (Health),Postgraduate,,Master's by coursework,Australian Catholic University,1.5 years,Public & Health Care Administration,NORTH SYDNEY NSW
Master of Business Administration (Health),Postgraduate,,Master's by coursework,Flinders University,1.5 years,Business & Management,Adelaide at City Centre SA
Master of Business Administration (Human Resource Management),Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Human Resource Management,Adelaide SA
Master of Business Administration (Information Systems),Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Business & Management n.e.c.,Adelaide SA
Master of Business Administration (intensive),Postgraduate,,Master's by coursework,University of Canberra,1.5 years,Business & Management n.e.c.,Bruce ACT
Master of Business Administration (International Business),Postgraduate,,Master's by coursework,Flinders University,1.5 years,Business & Management,Adelaide at City Centre SA
Master of Business Administration (International Management) (by Coursew,Postgraduate,,Master's by coursework,Federation University Australia,2 years,Business & Management n.e.c.,Mt Helen VIC
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL),Postgraduate,,Master's by coursework,Deakin University,1.5 years,International Business,BURWOOD VIC
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL),Postgraduate,,Master's by coursework,Deakin University,1.5 years,International Business,DISTANCE EDUCATION
Master of Business Administration (International),Postgraduate,,Master's by coursework,Edith Cowan University,1.5 years,Business & Management,MT LAWLEY WA
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF COMMERCE,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Management & Commerce",BURWOOD VIC
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF COMMERCE,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Management & Commerce",DISTANCE EDUCATION
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF INFORMATION,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Information Systems",BURWOOD VIC
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF INFORMATION,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Information Systems",DISTANCE EDUCATION
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF INTERNATIONA,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Banking, Finance & Related Fields",BURWOOD VIC
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF INTERNATIONA,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Banking, Finance & Related Fields",DISTANCE EDUCATION
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF PROFESSIONAL,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Accounting (Narrow)",BURWOOD VIC
MASTER OF BUSINESS ADMINISTRATION (INTERNATIONAL)/MASTER OF PROFESSIONAL,Postgraduate,,Master's by coursework,Deakin University,2 years,"International Business, Accounting (Narrow)",DISTANCE EDUCATION
Master of Business Administration (Law Enforcement and Security),Postgraduate,,Master's by coursework,Charles Sturt University,1.5 years,Business & Management n.e.c.,Distance Education
Master of Business Administration (Maritime and Logistics Manageme (J7N),Postgraduate,,Master's by coursework,University of Tasmania,1.5 years,Business & Management n.e.c.,Launceston TAS
Master of Business Administration (Maritime and Logistics Manageme (J7N),Postgraduate,,Master's by coursework,University of Tasmania,1.5 years,Business & Management n.e.c.,Distance Education
Master of Business Administration (Marketing),Postgraduate,,Master's by coursework,University of South Australia,1.5 years,Marketing,Adelaide SA
MASTER OF BUSINESS ADMINISTRATION (PROFESSIONAL PRACTICE),Postgraduate,,Master's by coursework,Charles Darwin University,2 years,Business Management,CASUARINA NT
MASTER OF BUSINESS ADMINISTRATION (PROFESSIONAL PRACTICE),Postgraduate,,Master's by coursework,Charles Darwin University,2 years,Business Management,DISTANCE EDUCATION
Bachelor of Justice and Society,Undergraduate,60.75,Bachelor's Pass,Flinders University,3 years,Legal Studies,Adelaide at Bedford Park SA
Bachelor of Justice and Society (Criminology),Undergraduate,N/A,Bachelor's Pass,Flinders University,3 years,Legal Studies,Adelaide at Bedford Park SA
Bachelor of Justice and Society (Law Pathway),Undergraduate,80.35,Bachelor's Pass,Flinders University,3 years,Legal Studies,Adelaide at Bedford Park SA
Bachelor of Justice Studies,Undergraduate,68.00,Bachelor's Pass,University of Canberra,3 years,Justice Administration,Bruce ACT
Bachelor of Justice Studies,Undergraduate,68.00,Bachelor's Pass,University of Canberra,3 years,Justice Administration,UC MELBOURNE-WAVERLEY VIC
Bachelor of Justice Studies (Policing),Undergraduate,65.00,Bachelor's Pass,Charles Sturt University,3 years,Justice & Law Enforcement n.e.c.,Bathurst NSW
Bachelor of Justice Studies (Policing),Undergraduate,65.00,Bachelor's Pass,Charles Sturt University,3 years,Justice & Law Enforcement n.e.c.,Port Macquarie NSW
Bachelor of Justice Studies/Bachelor of Forensic Studies,Undergraduate,68.00,Bachelor's Pass,University of Canberra,4 years,"Justice & Law Enforcement n.e.c., Forensic Science",Bruce ACT
Bachelor of Laboratory Medicine,Undergraduate,75.15,Bachelor's Pass,University of South Australia,4 years,Medical Science,Adelaide SA
Bachelor of Laboratory Medicine (Honours),Undergraduate,N/A,Bachelor's Pass,University of South Australia,4 years,Laboratory Technology,Adelaide SA
Bachelor of Landscape Architecture,Undergraduate,80.00,Bachelor's Pass,University of New South Wales,4 years,Landscape Architecture,Sydney NSW
Bachelor of Languages,Undergraduate,75.25,Bachelor's Pass,Flinders University,3 years,Language & Literature,Adelaide at Bedford Park SA
Bachelor of Languages,Undergraduate,58.00,Bachelor's Pass,James Cook University,4 years,Language & Literature,Townsville QLD
Bachelor of Languages,Undergraduate,58.00,Bachelor's Pass,James Cook University,4 years,Language & Literature,Cairns QLD
Bachelor of Languages,Undergraduate,80.00,Bachelor's Pass,The Australian National University,3 years,Language & Literature n.e.c.,Acton ACT
Bachelor of Languages,Undergraduate,72.55,Bachelor's Pass,University of New England,4 years,Language & Literature,Armidale NSW
Bachelor of Languages,Undergraduate,72.55,Bachelor's Pass,University of New England,4 years,Language & Literature,Distance Education
Bachelor of Languages and International Business,Undergraduate,72.55,Bachelor's Pass,University of New England,4 years,Language & Literature n.e.c.,Armidale NSW
Bachelor of Languages and International Business,Undergraduate,72.55,Bachelor's Pass,University of New England,4 years,Language & Literature n.e.c.,Distance Education
Bachelor of Languages with Honours,Undergraduate,N/A,Bachelor's Honours,James Cook University,1 year,Language & Literature,Townsville QLD
Bachelor of Languages with Honours,Undergraduate,N/A,Bachelor's Honours,James Cook University,1 year,Language & Literature,Cairns QLD
Bachelor of Law (Part-Time),Undergraduate,N/A,Bachelor's Pass,University of New South Wales,3 years,Law,Sydney NSW
Bachelor of Laws,Undergraduate,N/A,Bachelor's Pass,Australian Catholic University,4 years,Law n.e.c.,MELBOURNE VIC
Bachelor of Laws,Undergraduate,N/A,Bachelor's Pass,Australian Catholic University,4 years,Law n.e.c.,NORTH SYDNEY NSW
Bachelor of Laws,Undergraduate,N/A,Bachelor's Graduate Entry,Australian Catholic University,3 years,Law n.e.c.,MELBOURNE VIC
Bachelor of Laws,Undergraduate,N/A,Bachelor's Pass,Bond University,4 years,Law,Bond University QLD
BACHELOR OF LAWS,Undergraduate,60.55,Bachelor's Pass,Charles Darwin University,4 years,Law,CASUARINA NT
BACHELOR OF LAWS,Undergraduate,60.55,Bachelor's Pass,Charles Darwin University,4 years,Law,DISTANCE EDUCATION
Bachelor of Laws,Undergraduate,90.45,Bachelor's Pass,Curtin University of Technology,4 years,Law,Bentley Campus WA
BACHELOR OF LAWS,Undergraduate,N/A,Bachelor's Pass,Deakin University,4 years,Law,WARRNAMBOOL VIC
BACHELOR OF LAWS,Undergraduate,94.85,Bachelor's Pass,Deakin University,4 years,Law,BURWOOD VIC
BACHELOR OF LAWS,Undergraduate,82.70,Bachelor's Pass,Deakin University,4 years,Law,WATERFRONT VIC
BACHELOR OF LAWS,Undergraduate,86.45,Bachelor's Pass,Deakin University,4 years,Law,DISTANCE EDUCATION
Bachelor of Laws,Undergraduate,80.00,Bachelor's Pass,Edith Cowan University,4 years,Law,JOONDALUP WA
Bachelor of Laws,Undergraduate,80.00,Bachelor's Pass,Edith Cowan University,4 years,Law,DISTANCE EDUCATION
Bachelor of Laws,Undergraduate,N/A,Bachelor's Graduate Entry,Edith Cowan University,3.6 years,Law,JOONDALUP WA
Bachelor of Laws,Undergraduate,N/A,Bachelor's Graduate Entry,Edith Cowan University,3.6 years,Law,DISTANCE EDUCATION
Bachelor of Laws,Undergraduate,81.95,Bachelor's Pass,Griffith University,4 years,Law n.e.c.,Nathan QLD
